collection;numero;nom_excel;titre_resolu;statut;methode;note;extrait;url
Grands explorateurs;37;Sacagawea;Sacagawea;ok;direct;;"Sacagawea, née aux alentours de 1788 en Idaho et morte en 1812 au Dakota du Sud à l'âge de 24 ans environ, est une Amérindienne issue de la tribu des Shoshones. Les mystères qui l'entourent sont si nombreux que même son nom demeure incertain : Sacagawea, Sacajawea  ou encore Sakakawea (« femme oiseau » en hidatsa).
On ne connaît que très peu sa vie avant l'expédition Lewis et Clark à laquelle elle a pris part, et ce qu'elle en a dit à ces derniers.";https://fr.wikipedia.org/wiki/Sacagawea
Grands explorateurs;38;Mungo Park;Mungo Park;ok;direct;;Mungo Park, né le 11 septembre 1771 à Fowlshiels (Écosse) et mort en 1806 à Boussa (Nigeria), est un explorateur écossais. Il est l'un des premiers occidentaux à explorer le fleuve Niger.;https://fr.wikipedia.org/wiki/Mungo_Park
Grands explorateurs;39;Richard Francis Burton;Richard Francis Burton;ok;direct;;"Richard Francis Burton, né le 19 mars 1821 à Torquay (Angleterre) et mort le 20 octobre 1890 à Trieste, est un érudit et polymathe britannique. Il est tour à tour officier militaire, escrimeur, explorateur, écrivain et poète, traducteur, linguiste, orientaliste, maître soufi, ethnologue, diplomate et expérimentateur passionné de la plupart des perversions humaines.
Il mène une vie romanesque et voyage inlassablement sur tous les continents.";https://fr.wikipedia.org/wiki/Richard_Francis_Burton
Grands explorateurs;40;John Hanning Speke;John Hanning Speke;ok;direct;;"John Hanning Speke (Bideford, 4 mai 1827 - Corsham, 15 septembre 1864) est un explorateur britannique de l'Afrique de l'Est.
Il a été officier de l'armée britannique en Inde et a effectué trois voyages d'exploration en Afrique.";https://fr.wikipedia.org/wiki/John_Hanning_Speke
Grands explorateurs;41;Fridtjof Nansen;Fridtjof Nansen;ok;direct;;"Fridtjof Wedel-Jarlsberg Nansen, né le 10 octobre 1861 à Store Frøen près de Christiania en Norvège et mort le 13 mai 1930 dans sa propriété de Polhøgda à Lysaker, dans la commune de Bærum, est un explorateur polaire, scientifique, homme d'État et diplomate norvégien.
Champion de ski et de patinage sur glace dans sa jeunesse, il dirige la première traversée de l'intérieur du Groenland en 1888. Il acquiert une renommée internationale après avoir atteint un record de latitude nord de 86°13' lors d";https://fr.wikipedia.org/wiki/Fridtjof_Nansen
Grands explorateurs;42;James Bruce;James Bruce (explorateur);verifier;search-repair;résolution par recherche contextuelle;James Bruce est un diplomate, explorateur et géographe écossais, né le 14 décembre 1730 dans le domaine familial de Kinnaird, alors dans le Perthshire, dans une zone incluse depuis dans le Stirling, et mort le 27 avril 1794 à Stirling (Écosse).;https://fr.wikipedia.org/wiki/James_Bruce_(explorateur)
Grands explorateurs;43;Gertrude Bell;Gertrude Bell;ok;direct;;"Gertrude Bell, née le 14 juillet 1868 à Washington, dans le comté de Durham, au nord de l'Angleterre et morte dans la nuit du 12 juillet 1926 à Bagdad, sous mandat britannique de Mésopotamie, est une archéologue, exploratrice, écrivaine, femme politique, espionne et diplomate britannique.
Née dans une famille de l'aristocratie britannique, composée d'industriels et d'hommes politiques, Gertrude Bell suit des études supérieures poussées et effectue dans sa jeunesse de nombreux voyages en Europe e";https://fr.wikipedia.org/wiki/Gertrude_Bell
Grands explorateurs;44;Freya Stark;Freya Stark;ok;direct;;"Freya Madeline Stark (Dame Freya Madeline Stark), née le 31 janvier 1893 à Paris et morte le 9 mai 1993 à Asolo, est une voyageuse et exploratrice britannico-italienne.
Fascinée par l'Orient, elle a écrit plus de deux douzaines de livres sur ses voyages au Moyen-Orient et en Afghanistan, ainsi que plusieurs ouvrages et essais autobiographiques.
Elle a été l'une des premières femmes non arabes à voyager à travers le désert d'Arabie.";https://fr.wikipedia.org/wiki/Freya_Stark
Grands explorateurs;45;Auguste Piccard;Auguste Piccard;verifier;direct;sujet douteux (extrait sans mot-clé de la collection);"Auguste Piccard , né le 28 janvier 1884 à Bâle et mort le 24 mars 1962 à Chexbres, est un physicien, aéronaute et océanaute suisse.
Frère jumeau de l'aéronaute Jean Piccard (1884-1963), il est le père de l'océanaute Jacques Piccard (1922-2008), le grand-père de l'aéronaute Bertrand Piccard (né en 1958) et l'époux de Marianne Denis (1895-1980), petite-fille du minéralogiste et chimiste Charles Friedel et de sa première épouse née Emilie Koechlin.
Bien qu'il ait produit de nombreuses publications ";https://fr.wikipedia.org/wiki/Auguste_Piccard
Grands explorateurs;46;Jacques-Yves Cousteau;Jacques-Yves Cousteau;ok;direct;;"Jacques-Yves Cousteau ou commandant Cousteau, né le 11 juin 1910 à Saint-André-de-Cubzac (Gironde) et mort le 25 juin 1997 à Paris 17e, est un officier de la Marine nationale, explorateur océanographique français, et une des personnalités de l'écologie mondiale des années 1960 aux années 1990.
Surnommé « le commandant Cousteau », « JYC » ou encore « le Pacha », il est également connu pour avoir inventé et breveté avec Émile Gagnan le scaphandre autonome Cousteau-Gagnan à détendeur de plongée, co";https://fr.wikipedia.org/wiki/Jacques-Yves_Cousteau
Grands explorateurs;47;Nellie Bly;Nellie Bly;verifier;direct;sujet douteux (extrait sans mot-clé de la collection);"Elizabeth Jane Cochrane, dite Nellie Bly, née le 5 mai 1864 à Cochran's Mills dans le comté d'Armstrong en Pennsylvanie et morte le 27 janvier 1922 à New York, est une journaliste américaine.
Pionnière du reportage clandestin, une forme de journalisme d'investigation, et de l'émancipation féminine, elle a réalisé, seule, un tour du monde en 72 jours entre la fin de l’année 1889 et le début de l'année 1890. Elle est considérée comme l'inventrice de ce qu'on a appelé dans les années 1960 le journa";https://fr.wikipedia.org/wiki/Nellie_Bly
Grands explorateurs;48;Ida Pfeiffer;Ida Pfeiffer;ok;direct;;Ida Laura Pfeiffer est une exploratrice, écrivaine et naturaliste autrichienne, née le 14 octobre 1797 à Vienne, morte le 27 octobre 1858 dans cette même ville. Commençant à voyager à 45 ans, elle a effectué cinq voyages en seize ans, dont deux tours du monde. Les récits de ses voyages ont été publiés, depuis le premier jour de son départ pour la Terre sainte en 1842, jusqu'au dernier jour de son aventure malgache en 1858.;https://fr.wikipedia.org/wiki/Ida_Pfeiffer
Grands explorateurs;49;Xuanzang;Xuanzang;verifier;direct;sujet douteux (extrait sans mot-clé de la collection);"Xuanzang (chinois : 玄奘 ; pinyin : Xuánzàng ; Wade : Hsüan-tsang ; EFEO : Hiuan-tsang) (600 ou 602 – 664), moine bouddhiste chinois, est l'un des plus grands traducteurs de soutras bouddhiques de l'histoire de la Chine. Il est né à Luoyang, dans le Henan. En 629, il part en pèlerinage en Inde afin d'aller chercher des textes bouddhiques.";https://fr.wikipedia.org/wiki/Xuanzang
Grands explorateurs;50;Leif Erikson;Leif Erikson;ok;direct;;"Leif Erikson (en norrois : Leifr Eiríksson ; en islandais : Leifur Eiríksson, parfois Ericson en français), né vers 970 à Eiríksstaðir en Islande et mort vers 1020 probablement au Groenland, est un explorateur islandais. Il est l'une des personnalités connues de l'expansion viking.
Il est le premier Européen connu à avoir découvert l'Amérique du Nord continentale.";https://fr.wikipedia.org/wiki/Leif_Erikson
Auteurs celebres;1;Homere;Homère;ok;direct;redirection suivie;Homère (en grec ancien Ὅμηρος / Hómēros, « otage » ou « celui qui est obligé de suivre ») aurait été un aède (ou poète) de la fin du VIIIe siècle av. J.-C. Il était surnommé « le Poète » (ὁ Ποιητής / ho Poiētḗs) par les Anciens. Les deux premières œuvres de la littérature occidentale que sont l'Iliade et l'Odyssée lui sont attribuées.;https://fr.wikipedia.org/wiki/Hom%C3%A8re
Auteurs celebres;2;Sophocle;Sophocle;ok;direct;;Sophocle (en grec ancien Σοφοκλῆς / Sophoklễs), né à Colone en -495 et mort en -406, est l'un des trois grands dramaturges grecs dont l'œuvre nous est partiellement parvenue, avec Eschyle et Euripide. Il est principalement l'auteur de cent vingt-trois pièces (dont une centaine de tragédies), mais dont seules huit nous sont parvenues, dont une de façon fragmentaire (Les Limiers). Cité comme paradigme de la tragédie par Aristote, notamment pour l'usage qu'il fait du chœur et pour sa pièce Œdipe ro;https://fr.wikipedia.org/wiki/Sophocle
Auteurs celebres;3;Euripide;Euripide;ok;direct;;"Euripide (en grec ancien Εὐριπίδης / Euripídês), né vers 480 avant J.-C. en Salamine et mort en 406 avant J.-C. en Macédoine, est un des trois grands tragédiens de l'Athènes classique, avec Eschyle et Sophocle. Certains auteurs antiques lui attribuent 95 pièces, mais selon la Souda, il n'en écrivit pas plus de 92, dont 18 ou 19 conservées dans leur intégralité ; il existe des fragments, certains de longueur importante, de la plupart des autres pièces. Il reste d'Euripide plus de pièces que d'Esc";https://fr.wikipedia.org/wiki/Euripide
Auteurs celebres;4;Virgile;Virgile;ok;direct;;Virgile (en latin Publius Vergilius Maro), dit « le Cygne de Mantoue », né vers le 15 octobre 70 av. J.-C. à Andes, dans l'actuelle Lombardie et mort le 21 septembre 19 av. J.-C. à Brindisi (dans le Sud), est un poète latin contemporain de la fin de la République romaine et du début du règne de l'empereur Auguste.;https://fr.wikipedia.org/wiki/Virgile
Auteurs celebres;5;Ovide;Ovide;ok;direct;;Ovide, en latin Publius Ovidius Naso, né en 43 av. J.-C. à Sulmone (en italien Sulmona) dans le centre de l'Italie et mort en 17 ou 18 ap. J.-C., en exil à Tomis (l'actuelle Constanţa en Roumanie), est un poète latin qui vécut durant la période de la naissance de l'Empire romain.;https://fr.wikipedia.org/wiki/Ovide
Auteurs celebres;6;Dante Alighieri;Dante Alighieri;ok;direct;;"Dante Alighieri (Durante degli Alighieri dit « Dante » ; en italien : [ˈdante aliˈɡjɛːri]) est un poète, écrivain, penseur et homme politique italien de la république de Florence, né entre 1265 et 1267 (selon les études de Carlo Ossola, philologue, critique littéraire) à Florence et mort le 14 septembre 1321 à Ravenne.
« Père de la langue italienne », il est, avec Pétrarque et Boccace, l'une des « trois couronnes » qui imposèrent le toscan comme langue littéraire.
Poète majeur (Il sommo poeta ou";https://fr.wikipedia.org/wiki/Dante_Alighieri
Auteurs celebres;7;Geoffrey Chaucer;Geoffrey Chaucer;ok;direct;;Geoffrey Chaucer est un écrivain et poète anglais né à Londres vers 1343 et mort en le 25 octobre 1400 dans cette même ville. Son œuvre la plus célèbre est Les Contes de Canterbury. Il est l'un des principaux auteurs de langue anglaise du XIVe siècle avec John Gower, William Langland et le Pearl Poet, et il est largement considéré comme l'un des pères de la littérature anglaise.;https://fr.wikipedia.org/wiki/Geoffrey_Chaucer
Auteurs celebres;8;Francois Rabelais;François Rabelais;ok;direct;redirection suivie;"François Rabelais (également connu sous deux anagrammes de son nom : Alcofribas Nasier ou bien Serafin Calobarsy — où « Françoys » est écrit en moyen français), né à la Devinière à Seuilly, près de Chinon (dans l'ancienne province de Touraine), en 1483 ou en 1494 selon les sources, et mort à Paris le 9 avril 1553, est un écrivain français humaniste de la Renaissance.
Ecclésiastique et anticlérical, chrétien considéré par certains comme libre-penseur, médecin et ayant l'image d'un bon vivant, les";https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Rabelais
Auteurs celebres;9;Michel de Montaigne;Michel de Montaigne;ok;direct;;"Michel Eyquem, seigneur de Montaigne (originellement prononcé : [mɔ̃taɲ] et couramment prononcé : [mɔ̃tɛɲ]), plus connu sous la simple dénomination de Montaigne, né le 28 février 1533 au château de Saint-Michel-de-Montaigne (province de Guyenne) et mort le 13 septembre 1592 dans la même ville, est un philosophe, humaniste, écrivain érudit et moraliste français de la Renaissance.
Éduqué enfant puis adolescent par son père Pierre Eyquem de Montaigne dans la ferveur humaniste et polyglotte, le jeun";https://fr.wikipedia.org/wiki/Michel_de_Montaigne
Auteurs celebres;10;William Shakespeare;William Shakespeare;ok;direct;;William Shakespeare est un dramaturge, poète et acteur anglais baptisé/né le 26 avril 1564 à Stratford-upon-Avon et mort le 23 avril 1616 dans la même ville. Surnommé « le Barde d'Avon », « le Barde immortel » ou simplement « le Barde », il est considéré comme l'un des plus grands poètes et dramaturges de langue anglaise. Son œuvre, traduite dans de nombreuses langues, se compose de 39 pièces, 154 sonnets et quelques poèmes supplémentaires, dont certains ne lui sont pas attribués de manière cert;https://fr.wikipedia.org/wiki/William_Shakespeare
Auteurs celebres;11;Miguel de Cervantes;Miguel de Cervantes;ok;direct;;"Miguel de Cervantes, parfois francisé en Michel de Cervantès (de son nom complet Miguel de Cervantes Saavedra [miˈɣel de θeɾˈβantes saaˈβeðɾa]), né le 29 septembre 1547 à Alcalá de Henares et enterré le 23 avril 1616 à Madrid, est un romancier, poète et dramaturge espagnol. Il est célèbre pour son roman L’Ingénieux Hidalgo Don Quichotte de la Manche, publié en 1605 et reconnu comme le premier roman moderne.
Cervantes mène d'abord une vie aventureuse de soldat et participe à la bataille de Lépant";https://fr.wikipedia.org/wiki/Miguel_de_Cervantes
Auteurs celebres;12;Moliere;Molière;ok;direct;redirection suivie;"Jean-Baptiste Poquelin, dit Molière, baptisé le 15 janvier 1622 à l'église Saint-Eustache de Paris et mort le 17 février 1673 à son domicile de la rue de Richelieu, est le plus célèbre auteur de comédies de la langue française.
Issu d'une famille de marchands parisiens, il s'associe à 21 ans avec une dizaine de camarades, dont trois membres de la famille Béjart, pour former la troupe de l'Illustre Théâtre, laquelle, en dépit de débuts prometteurs et malgré la collaboration de dramaturges de reno";https://fr.wikipedia.org/wiki/Moli%C3%A8re
Auteurs celebres;13;Jean Racine;Jean Racine;ok;direct;;"Jean Racine, né le 22 décembre 1639 à La Ferté-Milon et mort le 21 avril 1699 à Paris, est un dramaturge et poète français.
Issu d'une famille de petits notables de la Ferté-Milon et tôt orphelin, Racine reçoit auprès des « Solitaires » de Port-Royal une éducation littéraire et religieuse rare. Se détournant d'une carrière ecclésiastique, il entreprend, jeune, de faire une carrière des lettres, en privilégiant la poésie et le théâtre tragique.";https://fr.wikipedia.org/wiki/Jean_Racine
